maximum water height (m)
0.1
30.13
5.78
2.75
3.71
0.09
1.58
12.03
8.62
0.15
4.92
2.95
13.09
6.71
8.6
7.61
14.7
2.44
0.07
4.51
0.07
20.43
0.6
0.18
3.36
0.05
4.4
0.09
5.7
0.02
17.48
0.09
0.82
0.11
10.4
0.07
4.13
3.49
0.92
2.77
1.7
0.07
1.22
29.34
5.64
0.11
0.1
0.19
0.06
0.16
0.06
7.6
4.19
2.61
0.1
1.6
2.57
0.31
0.96
3.99
1.4
3.03
1.0
1.67
0.24
34.17
27.22
0.98
1.11
0.0
0.06
2.45
3.31
3.4
6.1
7.4
12.94
3.6
17.43
7.32
0.5
3.28
0.05
8.31
22.93
4.0
0.19
5.0
1.48
3.79
7.52
0.11
0.12
10.14
0.4
0.17
0.91
2.79
0.26
0.8
8.05
4.75
9.36
0.04
0.04
0.04
1.2
0.08
4.56
5.61
12.69
10.14
16.47
5.49
0.9
2.34
2.71
0.9
0.04
11.84
0.3
0.7
0.21
0.93
0.1
2.66
0.11
4.49
10.28
1.2
1.3
0.21
3.54
9.0
6.95
0.55
0.38
2.59
3.24
4.8
0.49
2.12
1.5
0.6
15.95
1.5
0.6
0.5
2.46
3.5
7.6
8.52
0.76
9.91
14.62
0.15
4.16
0.16
3.32
11.0
4.2
4.28
0.1
10.1
0.15
0.8
0.22
0.25
11.24
0.08
12.55
6.46
8.42
18.7
4.36
1.22
2.0
9.93
4.03
1.8
0.02
2.96
0.0
3.0
0.08
3.08
1.32
1.79
14.95
4.82
1.88
0.18
2.0
1.92
18.12
11.92
0.1
2.25
3.03
2.53
0.02
8.66
0.8
0.13
9.7
11.8
0.03
4.05
14.25
4.1
4.18
15.62
3.59
1.05
4.4
3.9
10.5
2.5
8.84
20.67
4.09
2.1
3.9
3.14
0.02
6.1
6.2
21.24
4.65
4.3
0.03
1.83
0.2
3.49
0.08
12.74
2.7
0.09
0.45
0.15
2.9
5.97
0.28
5.3
1.67
0.11
7.9
12.84
3.2
2.6
0.03
5.13
0.15
1.5
0.97
3.09
0.11
6.28
1.57
2.51
15.4
0.16
6.6
1.8
10.66
1.7
7.8
0.2
0.08
7.28
3.75
12.21
1.15
0.5
10.55
1.62
2.68
10.43
5.11
5.91
0.04
2.96
2.0
5.51
3.2
2.1
11.45
1.6
0.09
2.2
10.75
2.0
4.1
22.9
2.51
2.5
6.98
2.74
6.08
13.49
14.04
8.2
19.16
18.4
29.6
0.23
12.42
0.15
0.01
3.44
1.85
4.9
0.3
18.0
0.09
0.11
9.75
3.26
3.5
2.71
1.56
10.8
0.23
7.03
1.5
2.8
7.06
3.63
2.5
5.33
16.88
7.48
11.56
0.12
3.05
0.11
0.19
17.36
0.05
8.5
5.4
0.67
18.43
0.12
0.2
2.6
0.05
3.16
0.09
1.06
12.03
2.81
13.04
0.28
5.12
0.14
3.1
19.96
0.04
2.0
2.13
24.22
2.8
11.3
9.0
0.1
0.03
2.3
0.4
0.03
0.06
0.04
12.13
13.61
7.13
0.11
0.1
3.46
1.58
3.4
0.27
1.93
1.65
0.03
2.58
0.18
17.6
1.42
4.8
1.5
1.5
1.15
0.39
26.94
6.8
16.0
1.55
2.55
15.5
0.08
0.1
0.05
3.1
8.46
2.38
0.16
6.7
0.06
0.16
17.0
4.09
2.0
1.69
0.7
0.3
0.1
1.8
17.66
0.15
22.77
0.73
0.05
0.07
2.13
2.9
0.89
8.45
0.11
0.63
0.05
15.71
4.8
0.15
0.02
2.3
23.77
0.03
3.0
3.0
0.02
3.02
2.5
0.13
7.6
0.05
2.0
7.44
0.65
0.04
0.47
20.58
9.02
23.1
0.1
4.2
6.68
1.5
12.1
21.17
0.16
1.3
30.03
2.7
5.32
0.49
28.55
0.07
8.33
4.0
0.17
7.18
0.4
8.5
1.24
23.94
0.18
3.18
10.29
7.1
4.0
3.03
0.04
0.78
0.05
6.26
3.15
0.28
5.91
13.55
0.05
21.08
5.8
0.05
0.93
0.03
0.9
14.94
2.82
2.79
3.0
2.46
2.47
1.8
11.35
2.64
2.4
4.8
5.0
0.7
3.6
4.97
9.62
12.27
11.12
0.05
0.96
8.98
0.04
0.02
3.1
0.45
3.36
0.03
8.4
0.04
1.78
4.5
3.89
2.92
0.09
0.3
1.5
0.16
5.91
0.08
2.16
4.8
0.04
0.03
10.36
7.05
1.04
0.34
8.6
4.93
8.77
11.52
0.7
5.04
5.05
2.04
0.51
0.8
0.25
6.73
0.04
2.33
2.6
2.6
3.55
3.84
0.62
8.81
1.37
0.23
0.04
20.03
16.12
0.23
0.22
8.23
1.22
4.43
7.32
0.23
0.09
14.01
0.4
0.1
4.5
14.46
3.0
0.86
0.23
2.7
1.57
4.45
3.11
2.45
0.02
0.04
18.05
0.52
4.37
0.2
0.15
2.03
0.33
3.55
7.4
3.1
7.67
0.17
7.05
0.11
2.63
1.39
13.59
8.39
1.8
10.42
5.69
12.58
4.1
0.14
7.73
1.37
0.07
2.89
21.65
3.18
1.66
13.11
1.78
0.13
9.09
1.56
5.92
1.35
1.3
3.54
0.08
24.33
9.33
1.9
0.07
0.07
0.04
5.2
0.03
3.66
4.1
1.12
1.29
1.19
1.7
4.35
1.75
2.25
6.9
24.4
0.05
3.9
4.65
4.51
1.1
0.08
3.3
2.44
15.0
0.09
9.47
3.0
2.2
3.85
0.05
12.21
6.3
0.4
12.29
1.42
0.38
2.6
0.21
3.0
0.23
3.05
4.68
0.9
23.89
0.01
0.05
13.9
3.79
0.02
2.3
8.6
3.33
0.11
2.7
0.17
0.12
15.03
0.1
0.07
1.74
0.1
6.53
0.84
6.38
10.24
1.65
10.14
2.7
0.09
0.35
0.03
0.1
0.05
1.1
14.82
4.19
2.85
14.45
3.81
0.12
3.0
3.02
0.05
0.05
17.33
2.24
0.05
1.12
0.29
0.55
0.29
0.1
1.44
0.02
0.12
4.96
9.9
0.1
3.1
1.2
1.7
3.34
0.1
6.8
2.5
2.94
2.26
0.04
4.1
0.32
0.11
0.28
0.06
4.72
5.45
0.08
1.5
0.68
6.6
0.3
14.16
5.33
0.11
2.7
3.9
3.6
2.16
5.81
3.3
0.19
0.0
6.29
0.07
0.2
0.05
4.57
0.3
0.64
3.57
2.4
11.6
14.12
0.04
7.57
1.7
0.34
16.21
6.13
3.0
0.8
2.0
0.05
9.22
0.62
0.07
11.6
34.07
1.6
1.28
0.12
0.06
11.42
0.12
18.58
5.15
0.13
0.0
3.0
3.08
8.5
0.08
1.66
0.03
1.3
0.06
0.45
0.24
3.77
3.0
0.13
4.11
3.9
31.2
10.45
0.3
4.64
18.09
0.09
4.37
0.44
2.31
16.43
3.35
1.0
1.0
2.44
0.1
16.74
3.6
1.54
13.86
0.05
18.17
4.72
0.12
0.09
0.1
0.1
0.7
0.0
0.11
0.06
6.34
1.89
14.38
23.51
0.11
0.12
0.3
1.2
5.25
4.5
0.11
16.28
0.1
0.5
0.03
0.7
3.19
5.69
1.82
4.34
0.08
0.18
0.26
2.3
0.7
0.12
6.7
0.15
5.68
7.33
8.5
0.08
1.52
0.5
6.63
4.89
0.04
7.79
0.07
0.3
0.7
1.74
1.2
2.7
16.2
2.82
7.26
2.87
8.7
0.09
0.3
0.09
3.54
3.5
0.49
0.24
0.1
11.7
3.3
0.06
2.8
9.8
0.05
3.4
5.9
0.09
3.3
0.09
4.74
27.58
0.11
0.07
18.44
1.74
12.35
2.3
0.33
5.34
1.0
3.76
1.01
0.09
3.85
0.06
1.82
0.15
7.45
7.04
0.5
0.14
3.3
12.03
0.08
1.5
0.27
1.69
0.61
20.4
0.05
3.35
0.64
0.0
30.6
0.1
2.28
2.6
0.09
0.5
2.78
0.03
8.3
0.02
5.96
10.92
2.0
4.0
0.05
0.3
0.3
1.74
8.35
7.5
0.55
0.8
5.3
11.98
14.76
4.2
27.1
0.16
0.05
2.74
20.0
0.54
2.1
2.7
0.94
3.05
0.08
0.7
3.36
7.0
3.35
0.23
24.36
7.3
7.9
18.12
1.9
6.78
24.21
0.6
0.0
0.04
0.29
2.13
0.2
3.4
4.56
0.04
2.0
1.77
4.51
23.1
10.37
5.85
8.1
4.8
0.03
13.54
9.5
2.3
0.11
3.8
3.91
1.3
0.08
0.28
7.9
4.62
1.8
24.25
0.14
1.22
4.9
0.16
4.5
2.5
0.92
6.9
3.1
0.55
2.93
14.8
2.4
0.1
6.52
0.12
4.01
0.19
0.05
0.21
0.08
12.72
3.43
1.04
0.03
0.05
9.68
4.88
6.3
3.2
0.01
5.18
0.16
2.9
0.05
2.82
2.9
0.06
9.1
0.09
9.09
7.98
3.99
15.61
5.42
0.56
0.99
0.33
12.03
4.12
0.12
0.4
0.22
11.62
22.41
0.24
7.12
0.04
4.4
4.7
1.1
1.7
4.0
2.11
0.0
0.12
0.05
6.73
4.95
0.19
5.1
0.15
0.13
6.76
0.28
0.18
0.45
2.6
0.0
17.73
0.02
0.16
14.83
2.11
3.0
0.06
2.55
0.03
3.0
1.4
3.96
2.13
9.1
12.5
4.0
12.3
5.04
0.19
0.6
0.11
2.5
2.78
15.87
0.13
0.3
0.21
0.01
4.5
0.19
6.96
4.69
0.1
0.1
3.82
2.96
10.69
0.27
1.3
0.03
7.15
17.98
1.5
0.5
2.75
0.4
1.87
0.5
0.2
0.62
1.89
13.7
1.56
0.1
4.81
3.8
2.15
2.6
1.74
0.5
2.0
2.7
5.25
0.09
2.75
15.77
0.23
11.22
1.42
3.05
14.9
1.18
12.29
11.3
1.3
0.02
0.1
0.14
4.5
0.07
5.94
0.1
6.7
0.2
0.19
0.06
0.15
2.74
12.72
0.7
0.13
8.5
4.17
0.08
1.94
1.79
4.1
6.0
1.02
9.57
7.94
16.86
2.88
0.1
0.12
0.03
8.84
5.65
0.21
0.04
17.51
0.07
0.35
0.09
7.7
0.33
6.65
0.04
16.93
0.52
0.53
0.25
3.45
2.06
11.3
16.48
6.66
3.58
8.71
2.93
2.32
3.0
0.13
7.98
2.34
2.06
6.0
0.08
1.0
2.1
0.16
0.7
2.11
1.22
5.04
4.64
0.1
5.39
6.92
0.1
0.08
3.92
0.04
6.1
0.42
0.6
2.42
2.5
1.99
0.06
16.33
0.61
0.18
2.57
3.4
1.0
0.11
2.06
0.79
7.43
0.4
2.61
9.73
0.39
0.43
1.0
4.13
0.18
4.2
3.28
0.6
4.67
3.36
0.21
19.01
2.03
0.06
1.25
15.2
0.1
7.23
1.69
4.4
5.05
0.37
8.16
0.21
38.9
5.46
2.7
3.1
0.1
2.2
0.08
0.2
10.9
4.43
0.05
0.11
5.81
4.6
6.81
0.04
1.38
2.66
0.8
0.7
0.23
2.16
2.45
2.9
11.4
2.74
2.93
29.37
2.63
2.07
1.12
0.02
3.4
0.05
8.4
7.18
24.1
0.16
5.89
7.7
2.5
4.57
1.07
5.3
6.24
0.05
0.52
2.5
0.04
0.03
3.43
4.1
1.67
0.93
0.02
0.22
25.0
10.2
1.5
0.14
0.26
0.06
4.61
3.2
0.0
0.11
0.08
1.1
12.63
0.4
0.1
0.22
0.08
3.76
0.37
1.95
5.38
2.4
0.12
7.94
4.35
11.44
16.89
22.09
13.57
8.58
0.15
4.6
20.86
11.0
1.7
30.1
0.06
4.96
0.04
0.12
2.3
9.29
0.09
0.66
3.0
1.72
24.58
3.34
2.06
4.62
0.1
1.3
0.04
14.0
5.3
4.1
7.04
5.86
27.56
12.27
0.26
12.96
10.04
1.95
1.08
2.28
2.44
2.19
16.58
5.02
4.1
2.39
5.8
6.6
14.55
0.05
0.19
3.95
16.16
28.69
3.3
3.38
11.0
4.13
3.7
0.34
1.82
3.25
1.5
1.91
0.46
16.44
0.22
8.0
0.07
2.08
7.35
1.5
0.32
1.8
0.09
12.88
0.93
0.03
14.76
5.14
2.73
1.8
0.57
1.4
3.56
0.04
4.13
0.12
2.74
0.05
20.43
0.03
0.39
0.37
2.77
0.06
0.06
0.08
8.1
4.58
0.14
7.4
2.59
0.05
18.4
1.76
4.62
12.3
0.2
3.1
0.11
8.62
0.21
1.24
25.28
0.77
38.56
14.47
0.2
14.12
1.74
13.23
11.83
0.11
6.77
0.26
0.22
0.4
13.74
7.0
1.0
4.4
13.87
5.6
1.57
5.34
0.07
4.94
4.6
0.07
6.21
0.18
1.1
0.06
7.0
16.36
5.11
4.53
3.37
16.46
4.2
1.1
4.8
1.6
0.47
3.8
0.6
0.86
1.5
2.47
3.13
1.0
4.22
4.0
0.06
0.0
3.94
5.6
0.4
0.4
0.31
0.13
26.5
2.06
2.53
7.3
4.89
0.05
12.1
16.86
8.9
9.1
16.9
11.55
0.31
25.98
0.07
0.35
0.13
2.93
0.89
4.44
8.78
3.98
0.04
3.78
4.07
6.0
1.8
0.29
0.03
1.0
0.28
6.5
0.05
8.87
4.64
3.14
11.9
19.63
13.51
4.5
1.0
6.96
0.23
4.2
0.8
3.91
0.5
2.35
1.73
0.98
0.1
1.83
1.64
5.56
6.04
0.06
0.16
9.5
0.04
0.35
0.1
18.11
1.91
0.08
0.12
3.51
0.03
0.78
1.48
2.85
2.0
0.35
0.08
4.57
0.09
1.4
7.19
0.15
6.21
2.42
3.71
0.05
7.5
26.3
7.5
0.07
6.4
2.7
4.93
0.06
0.84
0.97
0.62
30.78
7.77
1.01
5.74
2.31
4.52
5.2
15.88
10.0
6.48
2.88
0.06
3.6
8.32
7.35
4.96
17.1
0.06
0.03
15.6
3.65
8.3
2.2
0.5
0.08
0.16
11.2
0.11
2.85
3.87
0.05
0.0
13.9
0.03
0.05
0.14
1.6
2.6
8.08
18.63
2.74
6.58
0.04
1.62
0.3
5.84
1.02
0.08
0.14
2.4
0.16
0.08
1.67
1.76
4.18
1.05
8.8
5.0
5.45
0.15
5.86
0.01
15.0
5.5
1.76
1.72
0.0
6.21
0.06
2.14
12.5
11.65
0.04
0.84
1.42
15.8
0.64
2.7
0.05
0.61
5.0
0.23
0.09
3.79
8.8
11.57
0.06
8.4
0.05
4.0
23.01
0.23
2.82
12.66
0.05
0.17
1.13
4.26
7.53
1.98
0.3
2.81
12.08
5.44
5.92
0.38
1.0
11.76
3.79
0.6
0.1
3.21
1.59
4.2
21.44
0.0
6.25
0.27
1.9
3.77
8.3
4.78
3.36
6.5
10.35
0.14
0.12
0.09
0.08
2.27
4.9
3.4
0.4
2.25
5.9
16.8
2.0
0.45
7.18
17.04
1.2
14.97
1.22
1.89
0.83
5.4
2.75
4.84
